;name;satisfaction_level;last_evaluation;number_projects;average_monthly_hours;time_spent_company;work_accident;left;promotion_last_5_years;department;salary;salary_level
4305;QUACH;0.77;0.64;3;254;3;0;0;0;accounting;medium;2
1533;LINK;0.44;0.53;2;146;3;0;4;0;marketing;low;1
182;PAYNE;0.89;0.99;5;257;5;0;4;0;accounting;medium;2
4673;SHADE;0.98;0.88;5;203;5;1;0;0;sales;medium;2
739;DURHAM;0.11;0.85;7;275;4;0;4;0;support;medium;2
13853;BENCOMO;0.69;0.65;3;153;2;0;0;0;marketing;medium;2
6593;KINGERY;0.8;0.98;3;161;3;0;0;0;hr;medium;2
2237;WEINER;0.74;0.72;4;176;3;0;0;0;sales;low;1
5361;RADCLIFFE;0.56;0.4;2;255;3;0;0;0;sales;medium;2
9152;CALDERONE;0.66;0.84;4;186;3;0;0;0;IT;medium;2
7195;SHOPE;0.51;0.58;4;169;2;0;0;0;sales;low;1
7574;SHIM;0.24;0.5;4;209;3;0;0;0;sales;medium;2
11771;KONOPKA;0.65;0.4;5;125;4;0;0;0;sales;low;1
2692;ONTIVEROS;0.68;0.51;4;157;3;0;0;0;sales;low;1
10989;SUBLETT;0.17;0.55;6;240;6;0;0;0;RandD;low;1
14300;CULHANE;0.1;0.79;6;291;4;0;4;0;sales;low;1
7131;LEATHERWOOD;0.78;0.65;3;154;2;0;0;0;hr;low;1
1624;LANIER;0.89;1.0;4;217;5;0;3;0;sales;medium;2
6927;YAMADA;0.8;0.5;4;125;3;0;0;0;technical;low;1
10380;ARENDS;0.91;0.81;4;135;2;0;0;0;marketing;low;1
1297;MEIER;0.4;0.49;2;149;3;0;4;0;marketing;low;1
10379;FABELA;0.61;0.85;4;273;3;0;0;0;RandD;low;1
5174;WEDDLE;0.8;0.97;5;258;3;0;0;0;IT;medium;2
14910;BLANCAS;0.7;0.84;6;161;4;0;2;0;technical;low;1
2784;FIERRO;0.17;0.93;3;218;4;0;0;0;technical;low;1
1054;HARTLEY;0.09;0.84;6;258;4;0;4;0;IT;low;1
6801;ROA;0.75;0.63;4;261;3;1;0;0;marketing;low;1
5232;MARSTON;0.32;0.4;6;162;5;0;0;0;technical;low;1
10716;GESSNER;0.98;0.91;3;165;2;1;0;0;hr;medium;2
7511;MOTEN;0.84;0.93;3;242;4;0;0;0;hr;low;1
2438;KRUGER;0.88;0.63;3;273;3;1;0;0;RandD;low;1
145;CRAWFORD;0.41;0.46;2;151;3;0;4;0;product_mng;low;1
14368;CUBBAGE;0.11;0.92;6;305;4;0;4;0;technical;low;1
9754;MCNEESE;0.96;0.82;5;185;3;0;0;0;technical;low;1
3113;ELROD;0.98;0.84;3;286;4;0;0;0;technical;medium;2
101;COLEMAN;0.36;0.52;2;147;3;0;4;0;sales;medium;2
2822;BEVERLY;0.82;0.99;5;252;3;1;0;0;RandD;low;1
6755;SATTLER;0.99;0.92;3;154;3;0;0;0;technical;medium;2
8484;SULLINS;0.97;0.81;5;266;2;0;0;0;sales;low;1
8829;KRAWCZYK;0.67;0.72;4;223;3;0;0;0;support;medium;2
6767;EWALD;0.73;0.95;3;149;2;0;0;0;support;low;1
13492;BATTY;0.87;0.88;4;140;8;0;0;0;marketing;medium;2
12477;MULLETT;0.09;0.79;6;275;4;0;4;0;sales;low;1
7690;HANS;0.77;0.71;5;233;2;0;0;0;technical;low;1
7113;HILBURN;0.88;0.82;3;244;3;0;0;0;sales;low;1
9772;OGBURN;0.5;0.83;2;220;2;1;0;0;sales;medium;2
9788;TASKER;0.86;0.7;4;197;3;0;0;0;sales;medium;2
4289;SCHOONOVER;0.8;0.41;3;188;4;0;0;0;sales;high;3
12103;MERLINO;0.09;0.94;7;267;4;0;4;0;sales;medium;2
8955;SPAETH;0.88;0.93;4;177;3;0;0;0;sales;medium;2
2981;LEVESQUE;0.93;0.48;3;147;3;0;0;0;support;low;1
5467;ALEJANDRO;0.56;0.64;3;238;3;0;0;0;support;medium;2
13448;FORCIER;0.24;0.5;4;282;4;1;0;0;support;low;1
8046;CHASTEEN;0.93;0.53;3;217;3;0;0;0;hr;low;1
11426;ARECHIGA;0.77;0.98;3;286;6;0;0;0;management;high;3
11449;PUTT;0.5;0.77;3;267;2;0;0;0;management;high;3
3164;GRABER;0.15;0.93;4;185;5;0;0;0;hr;low;1
12845;MARTELLO;0.56;0.99;4;230;3;0;0;0;sales;high;3
12122;SINHA;0.75;1.0;4;216;6;0;4;0;technical;low;1
1250;GARLAND;0.88;0.92;4;225;5;0;4;0;accounting;low;1
14481;SELDEN;0.44;0.51;2;127;3;0;4;0;technical;medium;2
9888;TRUMBLE;0.68;0.62;3;158;3;0;0;0;technical;medium;2
5148;LASHLEY;0.55;0.62;5;197;2;0;0;0;technical;low;1
9886;MASI;0.68;0.5;4;166;4;1;0;0;technical;medium;2
13882;FREW;0.71;0.93;5;140;8;0;0;0;marketing;medium;2
13109;WARRINER;0.88;0.85;3;220;3;0;0;0;management;medium;2
1881;CASILLAS;0.4;0.48;2;142;3;0;4;0;support;low;1
5835;HODSON;0.96;0.59;3;214;2;0;0;0;hr;low;1
13165;PONS;0.16;0.94;4;261;6;0;0;0;technical;low;1
14741;GOUIN;0.4;0.56;2;137;3;0;4;0;accounting;medium;2
7192;KITTS;0.66;0.72;5;152;3;1;0;0;sales;low;1
6438;RUNNELS;0.83;0.76;3;262;2;0;0;0;accounting;medium;2
6124;BELLINGER;0.52;0.62;3;179;3;0;0;0;sales;high;3
6294;WALES;0.59;0.79;3;270;3;0;0;0;technical;high;3
11626;AVILEZ;0.34;0.46;3;155;10;0;0;0;product_mng;medium;2
1601;KAUFFMAN;0.68;0.62;5;198;5;1;0;0;RandD;low;1
4340;DURKIN;0.2;0.57;4;269;5;1;0;0;IT;low;1
9396;BERENS;0.47;0.39;6;215;5;0;0;0;sales;medium;2
11525;DON;0.83;0.67;3;175;3;0;0;0;product_mng;medium;2
4021;PANNELL;1.0;0.49;3;106;4;0;0;0;support;low;1
8621;FETZER;0.59;0.74;5;165;2;0;0;0;RandD;medium;2
5584;OLIVIER;0.23;0.96;2;234;4;0;0;0;sales;medium;2
13990;SCHUELLER;0.79;0.61;4;173;2;0;0;0;product_mng;low;1
2115;WHITING;0.42;0.96;3;270;6;0;0;0;support;low;1
877;HAYDEN;0.49;0.63;6;265;3;0;0;0;technical;low;1
11498;BUCKMASTER;0.56;0.66;4;264;3;0;0;0;sales;low;1
14518;GALANG;0.11;0.81;5;287;4;0;4;0;sales;low;1
13471;ADCOX;0.74;0.6;4;274;10;1;0;0;management;medium;2
1560;HANKINS;0.09;0.83;6;286;4;0;4;0;hr;low;1
12917;CARBONELL;0.93;0.59;3;273;2;1;0;0;sales;medium;2
8666;LEITNER;0.87;0.77;4;261;3;0;0;0;technical;low;1
3737;ELLIOT;0.16;0.86;2;215;2;0;0;0;RandD;medium;2
737;BARR;0.42;0.56;2;143;3;0;4;0;support;medium;2
13081;LUC;0.63;0.75;4;175;4;0;0;0;hr;medium;2
12861;EDGELL;0.59;0.69;3;162;3;0;0;0;technical;low;1
4016;ALCANTARA;0.92;0.85;3;235;2;0;0;0;support;low;1
8105;CHEEKS;0.58;0.85;4;162;3;0;0;0;sales;medium;2
8936;DUNKLE;0.98;0.5;3;198;3;0;0;0;marketing;medium;2
12528;GOULDING;0.09;0.8;6;301;5;0;4;0;IT;medium;2
11405;MODICA;0.6;0.62;3;238;4;0;0;1;marketing;medium;2
2274;CASAS;0.92;0.92;3;159;3;0;0;0;IT;low;1
12607;KAPOOR;0.11;0.88;5;250;4;0;4;0;RandD;medium;2
5465;KAHLER;0.95;0.55;5;185;2;0;0;0;support;low;1
11084;DENNARD;0.93;0.94;4;233;6;0;4;0;IT;medium;2
9621;HASSON;0.46;0.4;3;145;2;0;0;0;support;medium;2
7445;RYE;0.79;0.55;4;145;3;0;0;0;technical;medium;2
5867;GAO;0.61;0.9;3;263;3;0;0;0;IT;medium;2
14369;WHITTENBURG;0.39;0.5;2;136;3;0;4;0;management;low;1
5339;MURO;0.7;0.66;3;151;2;0;0;0;RandD;low;1
5955;VERMILLION;0.7;0.98;3;215;2;0;0;0;sales;low;1
7618;BRODSKY;0.85;0.74;3;250;3;1;0;0;IT;low;1
5050;CRITTENDEN;0.74;0.8;4;241;2;0;0;0;sales;medium;2
7584;HOLLAR;0.51;0.98;4;269;3;0;0;0;accounting;low;1
9660;SAEZ;0.88;0.91;3;157;2;0;0;0;technical;medium;2
9934;MCDAVID;0.58;0.5;5;184;4;0;0;0;sales;medium;2
7782;KACZMAREK;0.38;0.51;2;120;3;0;2;0;RandD;low;1
7789;LOWTHER;0.77;0.78;2;271;3;0;0;0;management;low;1
576;KIRBY;0.48;0.78;2;198;2;0;4;0;technical;medium;2
4781;RODAS;0.72;0.7;3;149;3;0;0;0;support;medium;2
10001;BEAGLE;0.27;0.61;3;213;6;0;0;0;sales;low;1
3729;SANTILLAN;0.9;0.66;3;261;3;1;0;0;product_mng;medium;2
10711;MALLETTE;0.57;0.91;3;193;2;0;0;0;sales;low;1
13908;HILSON;0.7;0.58;5;168;3;0;0;0;management;low;1
3176;MARR;0.56;0.68;4;220;2;0;0;0;support;medium;2
8382;ULLRICH;0.31;0.57;4;200;4;0;0;0;IT;medium;2
10719;FARFAN;0.9;0.57;4;185;3;1;0;0;technical;medium;2
6955;KIGHT;0.99;0.95;3;153;4;0;0;0;marketing;high;3
14397;EMMANUEL;0.09;0.85;6;297;4;0;4;0;hr;medium;2
5721;BUIE;0.73;0.86;3;215;4;0;0;0;RandD;low;1
12402;TOWN;0.74;1.0;5;275;5;0;4;0;sales;low;1
2973;GRISSOM;0.66;0.7;4;161;3;0;0;0;RandD;low;1
10982;MACRI;0.88;0.82;3;265;3;0;0;0;product_mng;medium;2
1185;FOREMAN;0.43;0.49;2;135;3;0;4;0;technical;low;1
4069;SOLIZ;0.83;0.69;4;232;2;0;0;0;sales;low;1
44;ROBERTS;0.09;0.89;6;276;4;0;4;0;technical;low;1
5293;KRANTZ;0.53;0.59;3;163;4;0;0;0;accounting;low;1
6447;WEITZEL;0.52;0.51;2;232;4;0;0;0;technical;high;3
5256;MONCADA;0.79;0.75;2;221;3;0;0;0;product_mng;low;1
1972;QUIGLEY;0.36;0.5;2;131;3;0;4;0;IT;medium;2
7312;BLOODWORTH;0.51;0.78;3;155;2;0;0;0;management;low;1
13283;SOSEBEE;1.0;0.86;2;264;3;0;0;0;IT;medium;2
9520;KERSTEN;0.54;0.92;4;175;3;0;0;0;support;low;1
14339;LAUTERBACH;0.09;0.82;6;250;4;0;4;0;support;low;1
1293;MCCLELLAN;0.72;1.0;2;240;2;0;0;0;RandD;low;1
10131;DANSBY;0.12;0.65;5;262;6;0;0;0;support;medium;2
13557;CHOICE;0.98;0.7;3;153;10;0;0;0;management;high;3
8977;LAUREANO;0.56;0.84;5;154;2;1;0;0;support;low;1
963;HAYS;0.37;0.51;2;140;3;0;4;0;support;medium;2
4120;TRICE;0.96;0.55;4;153;3;0;0;0;RandD;medium;2
14141;CATOE;0.97;0.92;6;137;8;1;0;0;product_mng;low;1
2264;VALENTIN;0.47;0.64;3;192;3;0;0;0;support;low;1
12376;SHUMPERT;0.56;0.71;4;296;2;0;4;0;IT;medium;2
14635;SUM;0.45;0.46;2;130;3;0;4;0;technical;low;1
4070;MARTINES;0.53;0.75;3;232;3;0;0;0;sales;low;1
3704;GOEBEL;0.6;0.73;3;191;5;1;0;0;technical;low;1
4371;ROHRER;0.18;0.84;4;231;5;0;0;0;sales;low;1
4150;FORT;0.77;0.76;2;216;3;1;0;0;accounting;medium;2
10367;COUTO;0.51;0.56;4;157;3;0;0;0;IT;medium;2
408;GOODMAN;0.91;0.92;4;246;5;0;4;0;sales;low;1
10150;HENRIKSEN;0.61;0.67;3;266;3;0;0;0;RandD;medium;2
6925;GRASS;0.35;0.54;3;138;4;0;0;0;support;low;1
13349;BORUNDA;0.75;0.93;3;247;2;0;0;0;technical;high;3
12451;MOROS;0.85;0.98;5;248;5;0;4;0;product_mng;medium;2
12857;YEO;0.53;0.8;4;241;3;1;0;0;technical;low;1
87;SANDERS;0.44;0.45;2;132;3;0;4;0;sales;low;1
7984;CARUTHERS;0.56;0.61;3;250;2;0;0;0;support;high;3
1554;GARY;0.9;0.83;4;266;5;0;3;0;sales;high;3
5779;STAMM;0.56;0.64;5;241;3;1;0;0;support;medium;2
13238;AMEY;0.57;0.72;4;214;2;1;0;0;sales;low;1
12251;VANARSDALE;0.79;0.92;5;254;6;0;4;0;sales;low;1
140;BURNS;0.09;0.96;6;245;4;0;4;0;IT;low;1
8904;BOLICK;0.94;0.49;2;250;5;0;0;0;support;low;1
8389;ROEMER;0.66;0.85;6;165;5;0;0;0;product_mng;medium;2
5420;BELK;0.7;0.6;3;183;3;0;0;0;sales;low;1
8785;SCHLEICHER;0.55;0.8;3;192;3;1;0;0;marketing;low;1
13015;DEVANE;0.66;0.65;3;196;3;1;0;0;technical;low;1
4485;TOWNS;0.88;0.59;4;142;3;0;0;0;technical;low;1
3065;SOUTH;0.73;0.55;4;171;4;0;0;0;sales;medium;2
4805;HUEBNER;0.49;0.61;3;148;2;1;0;0;RandD;low;1
10467;DRESSER;0.59;0.52;6;190;4;0;0;0;sales;medium;2
6285;BODINE;0.91;0.69;5;240;3;0;0;0;sales;medium;2
13742;MAILLOUX;0.67;0.72;2;134;10;0;0;0;management;high;3
4375;GEARHART;0.72;0.93;4;174;2;0;0;0;sales;low;1
10578;POSTELL;0.61;0.96;3;247;3;0;0;0;support;low;1
2824;SPURLOCK;0.2;0.89;6;244;3;0;0;0;RandD;low;1
2671;JETER;0.97;0.8;3;169;3;0;0;0;marketing;low;1
14651;CROSIER;0.41;0.48;2;139;3;0;4;0;technical;low;1
9206;GRAMS;0.51;0.51;4;189;3;0;0;0;support;low;1
4743;HARD;0.78;0.54;5;257;3;0;0;0;sales;high;3
4119;CROMER;0.66;0.62;4;250;2;0;0;0;RandD;medium;2
11903;KELTON;0.96;0.62;4;253;7;0;0;0;sales;medium;2
8208;EADY;0.85;0.67;4;163;3;0;0;0;technical;low;1
4005;WENTWORTH;0.56;0.48;4;197;3;1;0;0;technical;high;3
3027;WARDEN;0.33;0.96;5;97;3;0;0;0;support;medium;2
6566;PEDIGO;0.91;0.82;4;259;3;0;0;0;technical;medium;2
377;LUNA;0.44;0.56;2;158;3;0;4;0;accounting;medium;2
13447;GARTMAN;0.92;0.85;3;207;2;0;0;0;support;low;1
4401;CLEMENTE;0.6;0.72;4;267;4;0;0;0;support;low;1
10587;OCALLAGHAN;0.75;0.83;3;146;3;0;0;0;support;medium;2
1013;CARVER;0.11;0.78;7;248;4;0;4;0;sales;medium;2
8946;MANEY;0.5;0.67;3;246;3;0;0;0;sales;low;1
13757;GANO;0.24;0.56;4;281;7;0;0;0;sales;medium;2
4532;IRISH;0.89;0.9;4;160;2;0;0;0;accounting;low;1
7017;MELLON;0.52;0.84;4;212;3;0;0;0;IT;medium;2
6155;NAZARIO;0.46;0.75;6;276;6;0;0;0;support;low;1
13731;ROYSE;0.77;0.64;3;190;10;1;0;0;IT;medium;2
2168;KINSEY;0.8;0.94;4;136;2;0;0;0;hr;medium;2
14512;AGUDELO;0.12;1.0;3;278;4;0;4;0;RandD;medium;2
6234;SCHMIT;0.69;0.51;3;176;2;0;0;0;support;low;1
6397;SCHARF;0.81;0.75;4;206;3;0;0;0;IT;medium;2
3819;GREENLEE;0.62;0.63;3;230;2;0;0;0;management;medium;2
9780;HARSH;0.82;0.74;3;163;2;0;0;0;sales;high;3
6134;PIRTLE;0.65;0.79;4;196;2;0;0;0;accounting;medium;2
7058;UTTER;0.71;0.41;5;107;4;0;0;0;technical;medium;2
12415;MCQUISTON;0.42;0.48;2;155;3;0;4;0;hr;medium;2
1747;SHIPLEY;0.39;0.48;2;159;3;0;4;0;product_mng;medium;2
11842;CZERWINSKI;0.68;0.75;4;258;3;0;0;0;management;high;3
12970;LANFORD;0.58;0.77;4;140;3;0;0;0;RandD;low;1
1316;CURRAN;0.88;1.0;5;247;5;0;4;0;sales;medium;2
6263;DEGROOT;0.9;0.87;4;231;5;0;4;0;management;low;1
12541;SENSENIG;0.81;0.87;4;254;5;0;4;0;marketing;low;1
10619;DAVISSON;0.19;0.72;4;102;3;0;0;0;sales;medium;2
1773;SPAULDING;0.11;0.87;6;273;4;0;4;0;sales;low;1
3987;HUTCHESON;0.57;0.81;3;144;3;0;0;0;sales;low;1
4639;MARTINI;0.69;0.64;3;275;3;0;0;0;technical;low;1
9958;MONTEITH;0.91;0.59;5;179;3;0;0;0;hr;low;1
1741;HERNDON;0.46;0.5;2;146;3;0;4;0;IT;medium;2
5838;ARBOGAST;0.61;0.47;4;181;5;0;0;0;technical;low;1
1868;PEOPLES;0.44;0.56;2;133;3;0;4;0;technical;medium;2
13409;KULKARNI;0.56;0.87;3;146;10;0;0;0;sales;low;1
301;SANTIAGO;0.12;1.0;3;278;4;0;3;0;RandD;medium;2
4888;TROMBLEY;0.79;0.59;5;197;4;0;0;0;technical;medium;2
11638;WOLK;0.91;0.61;4;135;10;0;0;0;accounting;medium;2
2098;SHIN;0.76;0.74;5;132;3;0;0;0;technical;medium;2
5368;ISLAM;0.87;0.68;4;217;3;0;0;0;sales;medium;2
3463;CRANFORD;0.79;0.61;4;136;3;0;0;0;accounting;medium;2
8730;RIKER;0.72;0.87;4;154;2;1;0;0;accounting;medium;2
4735;GASS;0.24;0.65;6;275;5;1;0;1;support;medium;2
2154;GRUBBS;0.38;0.94;5;252;5;0;0;0;sales;low;1
4136;BIANCHI;0.19;0.83;3;225;4;0;0;0;sales;low;1
11866;GERKE;0.67;0.97;4;196;3;0;0;0;support;medium;2
8360;GRIFFEN;0.51;0.91;3;227;2;0;0;0;technical;low;1
4976;CANTWELL;0.73;0.53;3;205;2;0;0;0;sales;medium;2
3785;IBRAHIM;0.79;0.97;5;187;3;0;0;0;support;low;1
14037;VENCES;0.81;0.81;5;250;4;0;0;1;sales;medium;2
6318;GONG;0.83;0.64;4;210;3;0;0;0;management;medium;2
4389;MERINO;0.85;0.95;4;171;3;0;0;0;technical;medium;2
13477;KUANG;0.57;0.67;5;235;2;0;0;0;product_mng;low;1
11589;WININGER;0.78;0.8;3;135;7;0;0;0;sales;medium;2
9431;SHOCK;0.52;0.61;4;163;2;0;0;0;technical;low;1
14057;HAGOPIAN;0.76;0.62;5;230;3;1;0;0;marketing;low;1
12923;BROACH;0.96;0.64;3;166;2;0;0;0;accounting;medium;2
8570;VANHOOSE;0.64;0.64;4;242;3;0;0;0;sales;medium;2
8564;KNEPPER;0.99;0.64;4;135;2;1;0;0;sales;low;1
411;CHRISTENSEN;0.84;0.99;4;262;6;0;4;0;accounting;medium;2
9331;BLAKEMAN;0.81;0.97;4;212;2;0;0;0;sales;low;1
5095;STRAIT;0.73;0.87;4;155;3;1;0;0;technical;high;3
8604;GRAJEDA;0.99;0.73;4;224;2;0;0;0;support;low;1
225;HARPER;0.9;0.97;4;258;5;0;4;0;accounting;low;1
10506;PARTEE;0.84;0.85;5;246;3;0;0;0;support;medium;2
7518;KELLAM;0.85;0.55;5;182;3;0;0;0;technical;low;1
12956;GOWDY;0.84;0.86;3;199;3;0;0;0;IT;medium;2
1106;KIRKLAND;0.44;0.57;2;139;3;0;4;0;technical;low;1
12963;HENRICHS;0.94;0.69;5;145;2;0;0;0;product_mng;medium;2
9121;ANTONUCCI;0.23;0.63;5;151;4;1;1;0;technical;low;1
5601;ALFRED;0.63;0.79;5;215;2;1;0;0;accounting;medium;2
8470;BUCKLER;0.71;0.8;5;192;3;0;0;0;RandD;medium;2
6262;HOM;0.88;0.67;4;226;2;0;0;0;technical;low;1
4226;EASTERLING;0.95;0.64;3;262;3;0;0;0;sales;low;1
1317;VINSON;0.37;0.51;2;127;3;0;4;0;sales;medium;2
1951;WALDRON;0.9;0.7;5;206;4;0;3;0;technical;low;1
11587;GREENMAN;0.18;0.49;3;240;2;1;0;0;marketing;low;1
1349;YARBROUGH;0.87;0.85;5;221;6;0;4;0;support;medium;2
9165;THIBEAULT;0.89;0.65;3;210;3;0;0;0;marketing;low;1
3854;BRATCHER;0.53;0.45;4;180;3;0;0;0;technical;medium;2
1683;QUIROZ;0.44;0.54;2;135;3;0;4;0;support;low;1
5295;EMANUEL;0.73;0.66;3;244;3;0;0;0;accounting;low;1
7909;JOSEY;0.81;0.51;3;247;2;0;0;0;support;medium;2
10852;LASATER;0.84;0.54;3;245;3;0;0;0;sales;low;1
1454;NEFF;0.55;1.0;6;136;3;0;1;0;support;low;1
1816;KOWALSKI;0.43;0.5;2;152;3;0;4;0;management;medium;2
5211;HEWETT;0.54;0.84;4;174;2;0;0;0;sales;medium;2
9619;PLETCHER;0.68;0.65;3;243;2;0;0;0;sales;medium;2
9558;TWIGG;0.81;0.89;4;166;2;1;0;0;sales;low;1
12601;ROLOFF;0.84;0.94;5;222;6;0;4;0;product_mng;low;1
8700;MAIDEN;0.62;0.68;3;253;5;1;0;0;RandD;low;1
14984;SCHROYER;0.4;0.56;2;148;3;0;4;0;technical;medium;2
4500;BERLIN;0.58;0.71;4;145;3;1;0;1;RandD;medium;2
11684;MANFREDI;0.69;0.85;3;153;10;0;0;0;support;medium;2
13878;GRACEY;0.62;0.82;3;204;10;0;0;0;accounting;medium;2
1448;HINKLE;0.46;0.52;2;131;3;0;4;0;RandD;low;1
12058;REICHENBACH;0.38;0.54;2;128;3;0;4;0;technical;low;1
14030;COTTONE;0.61;0.61;4;246;2;0;0;0;accounting;low;1
13838;PARVIN;0.97;0.64;4;238;10;1;0;0;product_mng;medium;2
3022;KECK;0.82;0.63;4;232;4;0;0;0;technical;low;1
5577;MCGEHEE;0.67;0.91;3;147;3;0;0;0;technical;medium;2
4210;OROSCO;0.87;0.53;6;216;6;1;0;0;sales;medium;2
2362;WORTHINGTON;0.95;0.64;5;234;3;0;0;0;RandD;medium;2
8708;BOZARTH;0.16;0.66;6;229;6;0;0;0;marketing;low;1
11918;GILLIAN;0.86;0.72;3;217;3;0;0;0;sales;low;1
11230;BONK;0.99;0.84;4;142;10;0;0;0;technical;high;3
3193;SAGER;0.49;0.58;5;186;2;0;0;0;IT;high;3
648;HUTCHINSON;0.45;0.54;2;129;3;0;4;0;technical;medium;2
2519;MEDLEY;0.51;0.92;3;224;3;0;0;0;accounting;medium;2
14016;EICKHOFF;0.44;0.65;3;175;2;0;0;0;IT;low;1
8723;LIGGINS;0.99;0.57;3;189;4;1;0;0;sales;medium;2
6148;CURL;0.52;0.92;4;112;2;0;0;0;technical;medium;2
11505;ARNETTE;0.65;0.89;4;204;8;1;0;0;support;low;1
4280;MOREHEAD;0.82;0.92;5;252;3;0;0;0;management;medium;2
11970;TOOHEY;0.14;0.38;5;115;6;1;0;0;marketing;high;3
13206;ROOSE;0.67;0.49;3;224;3;0;0;0;IT;low;1
8070;BERTSCH;0.92;0.98;4;161;3;0;0;0;technical;medium;2
6602;PEAKE;1.0;0.63;5;171;3;0;0;0;technical;medium;2
8250;GINTER;0.72;0.68;5;162;5;0;0;0;marketing;low;1
435;CANNON;0.41;0.47;2;135;3;0;4;0;support;low;1
7730;GRAINGER;0.13;0.72;4;247;3;0;0;0;sales;medium;2
684;MACDONALD;0.42;1.0;3;202;3;0;1;0;sales;medium;2
7465;DEEN;0.83;0.81;4;209;4;0;0;0;IT;medium;2
7139;LEONARDO;0.98;0.53;5;238;3;0;0;0;technical;medium;2
2819;SCANLON;0.96;0.37;2;159;6;0;0;0;RandD;low;1
14895;GOUDEAU;0.43;0.57;2;129;3;0;4;0;sales;medium;2
3981;LIGHTFOOT;0.7;0.78;4;254;4;0;0;0;sales;low;1
13369;NEASE;0.69;0.55;3;172;2;0;0;0;technical;medium;2
12104;MASTRANGELO;0.43;0.52;2;158;3;0;4;0;sales;medium;2
4082;CHISM;0.49;0.99;3;221;2;1;0;0;technical;medium;2
12612;FLIPPO;0.37;0.47;2;138;3;1;4;0;accounting;medium;2
3940;HUTTO;0.58;0.71;3;205;3;0;0;0;support;low;1
13515;OVERMYER;0.57;0.9;5;145;3;0;0;0;accounting;low;1
11542;STRAUCH;0.86;0.57;3;162;7;0;0;0;sales;medium;2
14663;STILLS;0.1;0.87;6;286;4;0;4;0;IT;medium;2
14883;AOKI;0.09;0.84;6;269;4;0;4;0;sales;low;1
4637;HUNTINGTON;0.62;0.64;4;142;2;0;0;0;technical;low;1
10152;HAGY;0.67;0.77;4;242;3;0;0;0;marketing;medium;2
10879;BLACKWELDER;0.73;0.67;4;205;3;0;0;0;technical;low;1
2312;OSWALD;0.51;0.64;3;267;2;0;0;0;sales;low;1
8111;EARP;0.19;0.63;4;233;5;0;0;0;sales;medium;2
4652;PLEASANT;0.45;0.58;3;200;2;0;0;0;RandD;medium;2
11753;PETRELLA;0.5;0.73;3;154;10;0;0;0;IT;medium;2
14051;HINZE;0.5;0.9;5;226;2;0;0;0;management;high;3
823;ACEVEDO;0.44;0.53;2;154;3;0;4;0;IT;low;1
1073;HELMS;0.45;0.54;2;154;3;0;4;0;marketing;low;1
12170;LANDY;0.81;0.99;4;259;5;0;4;0;sales;low;1
1874;DELONG;0.7;0.84;6;161;4;0;4;0;technical;low;1
7190;CURETON;0.56;0.96;3;244;3;0;0;0;sales;medium;2
176;RYAN;0.41;0.48;2;148;3;0;4;0;sales;low;1
3102;BOEHM;0.97;0.5;3;225;2;0;0;0;support;medium;2
5408;BOARDMAN;0.37;0.67;2;159;2;0;0;0;product_mng;low;1
12014;EMBREE;0.36;0.56;2;137;3;0;4;0;sales;low;1
856;FRIEDMAN;0.1;0.85;6;273;4;0;4;0;sales;medium;2
230;MORRISON;0.42;0.47;2;159;3;0;4;0;marketing;low;1
9555;CUEVA;0.76;0.55;4;147;3;0;0;0;sales;low;1
14276;CHAGNON;0.81;0.7;6;161;4;0;4;0;IT;medium;2
1330;CARRASCO;0.42;0.47;2;130;3;0;4;0;hr;low;1
8293;VITAL;0.89;0.64;4;237;2;0;0;0;support;medium;2
8976;WEEDEN;0.69;0.99;3;133;3;0;0;0;support;low;1
584;MATHIS;0.41;0.56;2;154;3;0;4;1;support;medium;2
621;BOYER;0.1;0.86;6;247;4;0;4;0;sales;medium;2
13595;SINN;0.43;0.38;3;119;2;0;0;0;sales;low;1
3860;MARQUIS;0.88;0.89;2;160;4;0;0;0;support;low;1
12146;RAINVILLE;0.76;0.92;4;239;5;0;4;0;product_mng;low;1
8034;LIST;0.9;0.53;3;270;3;0;0;0;sales;medium;2
552;RIVAS;0.82;0.85;5;248;5;0;4;0;sales;low;1
12395;GUARDIOLA;0.45;0.46;2;128;3;0;4;0;sales;low;1
8953;KAM;0.71;0.91;3;261;3;0;0;0;sales;low;1
287;BARRETT;0.11;0.79;6;292;4;0;4;1;technical;low;1
14347;BADEN;0.1;0.84;6;283;4;1;4;0;technical;low;1
7129;ACREE;0.98;0.74;4;202;3;0;0;0;accounting;low;1
304;CHAMBERS;0.89;0.87;5;255;5;0;4;0;RandD;medium;2
10503;STREIT;0.59;0.9;4;173;3;0;0;0;support;medium;2
12743;HORNBUCKLE;0.11;0.9;6;301;4;0;4;0;technical;low;1
9633;DUNTON;0.23;0.84;5;131;5;0;0;0;sales;low;1
1432;POE;0.91;0.99;5;265;5;1;4;0;technical;medium;2
11856;BERRIER;0.81;0.92;4;268;3;0;0;0;sales;low;1
6719;MCKIBBEN;0.37;0.41;2;146;2;0;0;0;support;medium;2
1935;MCCORMACK;0.39;0.45;2;140;3;0;4;0;sales;medium;2
13641;STEINHAUER;0.67;0.7;3;149;3;0;0;0;support;low;1
1515;BOWER;0.72;0.99;5;257;5;0;2;0;IT;high;3
4842;JUSTUS;0.15;0.7;4;220;4;0;0;0;hr;low;1
